tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
871,Pershing Field,Columbus Drive,26229,Subscriber,1969,49,Male
1364,Pershing Field,Newark Ave,29654,Customer,1969,49,Unknown
1314,Pershing Field,Newark Ave,29508,Customer,1969,49,Unknown
1283,Pershing Field,Newark Ave,29546,Customer,1969,49,Unknown
1273,Pershing Field,Newark Ave,26301,Customer,1969,49,Unknown
998,Pershing Field,Exchange Place,26258,Subscriber,1990,28,Male
1810,Pershing Field,Baldwin at Montgomery,33679,Subscriber,1986,32,Female
362,Pershing Field,Riverview Park,33695,Subscriber,1975,43,Male
339,Pershing Field,Riverview Park,33659,Subscriber,1981,37,Female
271,Pershing Field,Oakland Ave,29450,Subscriber,1993,25,Male
364,Pershing Field,Hilltop,33654,Subscriber,1987,31,Male
801,Pershing Field,Grove St PATH,33647,Subscriber,1995,23,Female
646,Pershing Field,Grove St PATH,26294,Subscriber,1963,53,Male
6381,Pershing Field,Pershing Field,29592,Subscriber,1985,33,Female
1919,Pershing Field,5 Corners Library,29636,Customer,1969,49,Unknown
1917,Pershing Field,5 Corners Library,33567,Customer,1969,49,Unknown
719,Pershing Field,Pershing Field,33554,Customer,1969,49,Unknown
1754,Pershing Field,5 Corners Library,33581,Customer,1969,49,Unknown
723,Pershing Field,Jersey & 3rd,29504,Subscriber,1987,31,Female
1054,Pershing Field,Christ Hospital,33554,Subscriber,1979,39,Male
356,Pershing Field,Sip Ave,29592,Subscriber,1995,23,Female
644,Pershing Field,City Hall,26269,Subscriber,1969,49,Unknown
812,Pershing Field,Newark Ave,33659,Subscriber,1972,46,Male
1349,Pershing Field,Manila & 1st,33676,Customer,1969,49,Unknown
792,Pershing Field,Van Vorst Park,33695,Subscriber,1963,55,Male
833,Pershing Field,Dey St,29520,Customer,56,56,Male
177,Pershing Field,Leonard Gordon Park,29530,Subscriber,1982,36,Male
522,Pershing Field,Sip Ave,29460,Subscriber,1986,32,Male
1184,Pershing Field,Washington St,29305,Subscriber,1993,25,Male
1218,Pershing Field,Washington St,29274,Subscriber,1994,24,Male
1177,Pershing Field,Washington St,29298,Subscriber,1993,25,Male
420,Pershing Field,Leonard Gordon Park,29530,Subscriber,1989,29,Male
1928,Pershing Field,Pershing Field,26297,Subscriber,1989,29,Male
317,Pershing Field,Sip Ave,29673,Subscriber,1981,37,Male
383,Pershing Field,Leonard Gordon Park,29621,Subscriber,1984,34,Male
692,Pershing Field,City Hall,29601,Subscriber,1969,49,Unknown
398,Pershing Field,Sip Ave,26297,Subscriber,1995,23,Female
874,Pershing Field,Sip Ave,29532,Subscriber,1969,49,Male
1478,Pershing Field,Pershing Field,26236,Customer,1981,37,Female
2068,Pershing Field,Pershing Field,29591,Subscriber,1985,33,Male
698,Pershing Field,Hamilton Park,29591,Subscriber,1981,37,Male
721,Pershing Field,Newport PATH,33668,Subscriber,1995,23,Female
813,Pershing Field,Grove St PATH,29460,Subscriber,1972,46,Male
365,Pershing Field,Sip Ave,29546,Subscriber,1979,39,Male
802,Pershing Field,Sip Ave,26289,Subscriber,1977,41,Male
646,Pershing Field,Newport PATH,26235,Subscriber,1993,25,Male
768,Pershing Field,Journal Square,26236,Subscriber,1994,24,Male
352,Pershing Field,Journal Square,29535,Subscriber,1985,33,Male
659,Pershing Field,Newport Pkwy,26314,Subscriber,1977,41,Male
963,Pershing Field,Harborside,26217,Subscriber,1994,24,Male
1067,Pershing Field,Exchange Place,29596,Subscriber,1987,31,Male
776,Pershing Field,Newport Pkwy,29440,Subscriber,1983,35,Male
1570,Pershing Field,Journal Square,29253,Subscriber,1985,33,Male
156,Pershing Field,Oakland Ave,29584,Subscriber,1988,30,Male
485,Pershing Field,Sip Ave,29621,Subscriber,1995,23,Female
1939,Pershing Field,Pershing Field,29253,Subscriber,1964,54,Female
717,Pershing Field,Riverview Park,33609,Subscriber,1963,55,Male
149,Pershing Field,Leonard Gordon Park,29535,Subscriber,1978,40,Male
797,Pershing Field,Jersey & 3rd,33619,Subscriber,1987,31,Female
381,Pershing Field,Heights Elevator,33594,Subscriber,1978,40,Male
1803,Pershing Field,Pershing Field,29486,Subscriber,1985,33,Male
912,Pershing Field,Warren St,29241,Subscriber,1968,50,Male
766,Pershing Field,City Hall,33609,Subscriber,1969,49,Unknown
768,Pershing Field,Hamilton Park,29471,Subscriber,1981,37,Male
734,Pershing Field,Newark Ave,33680,Subscriber,1988,30,Male
719,Pershing Field,Newark Ave,33656,Subscriber,1972,46,Male
350,Pershing Field,Sip Ave,33653,Subscriber,1987,31,Male
969,Pershing Field,Exchange Place,26289,Subscriber,1989,29,Male
759,Pershing Field,Sip Ave,29486,Subscriber,1977,41,Male
805,Pershing Field,Newport Pkwy,29259,Subscriber,1983,35,Male
472,Pershing Field,Sip Ave,29621,Subscriber,1995,23,Female
536,Pershing Field,Sip Ave,29253,Subscriber,1984,34,Male
1030,Pershing Field,Exchange Place,29676,Subscriber,1979,39,Male
643,Pershing Field,Journal Square,33632,Subscriber,1994,24,Male
512,Pershing Field,Journal Square,29523,Subscriber,1993,25,Male
566,Pershing Field,Newport PATH,33621,Subscriber,1995,23,Female
235,Pershing Field,Oakland Ave,33625,Subscriber,1991,27,Male
241,Pershing Field,Oakland Ave,29294,Subscriber,1984,34,Female
324,Pershing Field,Hilltop,29276,Subscriber,1987,31,Male
1455,Pershing Field,Pershing Field,26289,Subscriber,1987,31,Male
363,Pershing Field,Sip Ave,33592,Subscriber,1979,39,Male
636,Pershing Field,City Hall,29470,Subscriber,1969,49,Unknown
711,Pershing Field,Hamilton Park,33604,Subscriber,1981,37,Male
625,Pershing Field,Newark Ave,29522,Subscriber,1988,30,Male
485,Pershing Field,Sip Ave,29480,Subscriber,1995,23,Female
612,Pershing Field,Newport PATH,29469,Subscriber,1990,28,Male
852,Pershing Field,Newport Pkwy,29508,Subscriber,1983,35,Male
389,Pershing Field,Journal Square,29471,Subscriber,1986,32,Male
422,Pershing Field,Sip Ave,29242,Subscriber,1989,29,Male
907,Pershing Field,JC Medical Center,31151,Subscriber,1972,46,Male
621,Pershing Field,Newport PATH,29617,Subscriber,1993,25,Male
1045,Pershing Field,Harborside,26200,Subscriber,1994,24,Male
788,Pershing Field,City Hall,29533,Subscriber,1982,36,Female
457,Pershing Field,Sip Ave,29527,Subscriber,1984,34,Male
569,Pershing Field,Sip Ave,33625,Subscriber,1994,24,Male
815,Pershing Field,Exchange Place,29610,Subscriber,1987,31,Male
3515,Pershing Field,City Hall,33599,Subscriber,1963,53,Male
869,Pershing Field,Jersey & 3rd,29547,Customer,1991,27,Male
1109,Pershing Field,Morris Canal,26289,Subscriber,1995,23,Female
607,Pershing Field,Grove St PATH,29477,Subscriber,1963,53,Male
1591,Pershing Field,Pershing Field,29551,Customer,1992,26,Male
1424,Pershing Field,Pershing Field,26230,Customer,1991,27,Female
177,Pershing Field,Oakland Ave,33635,Subscriber,1984,34,Female
764,Pershing Field,Leonard Gordon Park,29512,Subscriber,1986,32,Male
743,Pershing Field,Dey St,29222,Subscriber,1982,36,Male
327,Pershing Field,Hilltop,33641,Subscriber,1987,31,Male
33527,Pershing Field,Sip Ave,29486,Subscriber,1986,32,Male
619,Pershing Field,Sip Ave,29496,Subscriber,1988,30,Male
378,Pershing Field,Sip Ave,26271,Subscriber,1979,39,Male
373,Pershing Field,Sip Ave,29544,Subscriber,1981,37,Male
788,Pershing Field,Hamilton Park,26207,Subscriber,1981,37,Male
770,Pershing Field,City Hall,29580,Subscriber,1969,49,Unknown
933,Pershing Field,Morris Canal,29228,Subscriber,1995,23,Female
1177,Pershing Field,Journal Square,26230,Subscriber,1977,41,Male
404,Pershing Field,Sip Ave,29675,Subscriber,1987,31,Female
953,Pershing Field,Exchange Place,29551,Subscriber,1987,31,Male
686,Pershing Field,Journal Square,26155,Subscriber,1984,34,Male
611,Pershing Field,Sip Ave,33629,Subscriber,1995,23,Female
461,Pershing Field,Sip Ave,29246,Subscriber,1978,40,Male
2526,Pershing Field,Grand St,26165,Subscriber,1977,41,Female
897,Pershing Field,Sip Ave,29520,Subscriber,1988,30,Male
886,Pershing Field,Jersey & 3rd,26271,Subscriber,1987,31,Female
189,Pershing Field,Oakland Ave,33669,Subscriber,1989,29,Male
539,Pershing Field,Dixon Mills,29122,Subscriber,1985,33,Male
1100,Pershing Field,Exchange Place,29619,Subscriber,1987,31,Male
583,Pershing Field,Journal Square,29589,Subscriber,1994,24,Male
400,Pershing Field,Brunswick St,33665,Customer,1997,21,Male
276,Pershing Field,Riverview Park,29435,Subscriber,1963,55,Male
1234,Pershing Field,Exchange Place,26189,Subscriber,1979,39,Male
1010,Pershing Field,Montgomery St,29669,Subscriber,1995,23,Male
477,Pershing Field,Sip Ave,29510,Subscriber,1995,23,Female
899,Pershing Field,Jersey & 3rd,26171,Subscriber,1991,27,Male
481,Pershing Field,Brunswick St,29303,Subscriber,1981,37,Male
1009,Pershing Field,Brunswick St,29237,Subscriber,1983,35,Male
221,Pershing Field,Leonard Gordon Park,29289,Subscriber,1983,35,Male
1213,Pershing Field,Dixon Mills,29213,Customer,1969,49,Unknown
694,Pershing Field,Brunswick & 6th,29261,Subscriber,1990,28,Male
1324,Pershing Field,Pershing Field,29465,Subscriber,1991,27,Male
229,Pershing Field,Oakland Ave,29266,Subscriber,1993,25,Male
344,Pershing Field,Sip Ave,29465,Subscriber,1995,23,Female
855,Pershing Field,Glenwood Ave,29265,Subscriber,1964,54,Female
522,Pershing Field,Journal Square,33620,Customer,1991,27,Female
484,Pershing Field,Journal Square,29459,Customer,1987,31,Male
12627,Pershing Field,Leonard Gordon Park,29478,Subscriber,1996,22,Male
1727,Pershing Field,Pershing Field,29612,Customer,1992,26,Male
1704,Pershing Field,Pershing Field,29248,Customer,1991,27,Female
415,Pershing Field,Sip Ave,29245,Subscriber,1995,23,Female
898,Pershing Field,Newark Ave,33554,Subscriber,1972,46,Male
170,Pershing Field,Leonard Gordon Park,29242,Subscriber,1978,40,Male
584,Pershing Field,Grove St PATH,26287,Subscriber,1963,53,Male
387,Pershing Field,Sip Ave,29443,Subscriber,1995,23,Female
887,Pershing Field,Heights Elevator,33588,Subscriber,1976,42,Male
947,Pershing Field,JC Medical Center,29248,Customer,1969,49,Unknown
237,Pershing Field,Pershing Field,29212,Subscriber,1985,33,Female
8081,Pershing Field,Pershing Field,29612,Customer,1969,49,Unknown
7907,Pershing Field,Pershing Field,26273,Subscriber,1985,33,Female
812,Pershing Field,City Hall,33619,Subscriber,1969,49,Unknown
575,Pershing Field,Newport PATH,29212,Subscriber,1986,32,Male
805,Pershing Field,City Hall,33554,Subscriber,1969,49,Unknown
778,Pershing Field,Hamilton Park,33649,Subscriber,1981,37,Male
995,Pershing Field,Morris Canal,33588,Subscriber,1995,23,Female
410,Pershing Field,Sip Ave,26273,Subscriber,1977,41,Male
601,Pershing Field,Sip Ave,29514,Subscriber,1979,39,Male
435,Pershing Field,Sip Ave,29265,Subscriber,1984,34,Male
1081,Pershing Field,Exchange Place,29612,Subscriber,1987,31,Male
496,Pershing Field,Journal Square,29516,Subscriber,1994,24,Male
729,Pershing Field,Newark Ave,33564,Subscriber,1990,28,Male
1087,Pershing Field,Montgomery St,29245,Subscriber,1995,23,Male
435,Pershing Field,Sip Ave,29259,Subscriber,1978,40,Male
611,Pershing Field,Heights Elevator,29214,Subscriber,1991,27,Male
380,Pershing Field,Sip Ave,29461,Subscriber,1995,23,Female
1778,Pershing Field,Hamilton Park,26293,Customer,1969,49,Unknown
627,Pershing Field,Grove St PATH,29257,Subscriber,1963,53,Male
453,Pershing Field,Dey St,29621,Subscriber,1969,49,Male
355,Pershing Field,Sip Ave,29259,Subscriber,1981,37,Male
421,Pershing Field,Sip Ave,33627,Subscriber,1995,23,Female
744,Pershing Field,Hamilton Park,29479,Subscriber,1981,37,Male
797,Pershing Field,Warren St,29283,Subscriber,1984,34,Female
756,Pershing Field,City Hall,32417,Subscriber,1969,49,Unknown
428,Pershing Field,Sip Ave,29270,Subscriber,1977,41,Male
1024,Pershing Field,Exchange Place,26244,Subscriber,1987,31,Male
882,Pershing Field,Exchange Place,26212,Subscriber,1987,31,Male
622,Pershing Field,Journal Square,33677,Subscriber,1994,24,Male
782,Pershing Field,Newport Pkwy,29524,Subscriber,1983,35,Male
422,Pershing Field,Brunswick St,33629,Subscriber,1988,30,Male
595,Pershing Field,Newport PATH,33625,Subscriber,1995,23,Female
786,Pershing Field,Hamilton Park,33652,Subscriber,1987,31,Male
2084,Pershing Field,City Hall,26293,Subscriber,1963,53,Male
225,Pershing Field,Leonard Gordon Park,29307,Subscriber,1976,42,Male
198,Pershing Field,Oakland Ave,33627,Subscriber,1989,29,Male
172,Pershing Field,Leonard Gordon Park,29242,Subscriber,1978,40,Male
715,Pershing Field,City Hall,26217,Subscriber,1969,49,Unknown
753,Pershing Field,Dey St,29673,Subscriber,1982,36,Male
1106,Pershing Field,Pershing Field,26175,Subscriber,1986,32,Male
1792,Pershing Field,Pershing Field,29659,Subscriber,1985,33,Male
402,Pershing Field,Heights Elevator,33679,Subscriber,1978,40,Male
438,Pershing Field,5 Corners Library,29474,Subscriber,1983,35,Male
438,Pershing Field,Journal Square,29553,Subscriber,1989,29,Male
692,Pershing Field,Hamilton Park,29298,Subscriber,1981,37,Male
611,Pershing Field,Newport PATH,29239,Subscriber,1990,28,Male
486,Pershing Field,Journal Square,29659,Subscriber,1977,41,Male
2804,Pershing Field,Van Vorst Park,29474,Subscriber,1963,53,Male
943,Pershing Field,Exchange Place,26610,Subscriber,1987,31,Male
814,Pershing Field,Newport Pkwy,29469,Subscriber,1983,35,Male
841,Pershing Field,Harborside,29201,Subscriber,1987,31,Male
792,Pershing Field,Jersey & 3rd,26175,Subscriber,1991,27,Male
417,Pershing Field,Journal Square,33569,Subscriber,1959,59,Male
703,Pershing Field,Washington St,29273,Subscriber,1995,23,Female
592,Pershing Field,Christ Hospital,26195,Subscriber,1985,33,Male
578,Pershing Field,Brunswick & 6th,29220,Subscriber,1963,55,Male
455,Pershing Field,Sip Ave,29121,Subscriber,1995,23,Female
398,Pershing Field,Heights Elevator,29613,Subscriber,1956,62,Male
475,Pershing Field,Heights Elevator,26184,Subscriber,1976,42,Male
248,Pershing Field,Oakland Ave,29449,Subscriber,1988,30,Male
2175,Pershing Field,Pershing Field,26211,Subscriber,1985,33,Male
385,Pershing Field,Sip Ave,33695,Subscriber,1954,64,Male
461,Pershing Field,Sip Ave,26211,Subscriber,1984,34,Male
931,Pershing Field,Exchange Place,29539,Subscriber,1987,31,Male
464,Pershing Field,Journal Square,26263,Subscriber,1985,33,Male
830,Pershing Field,Newport Pkwy,29298,Subscriber,1983,35,Male
836,Pershing Field,Newport PATH,26170,Subscriber,1981,37,Male
767,Pershing Field,Harborside,26217,Subscriber,1987,31,Male
462,Pershing Field,Journal Square,29455,Subscriber,1994,24,Male
547,Pershing Field,Newport PATH,29680,Subscriber,1986,32,Male
471,Pershing Field,Sip Ave,33590,Subscriber,1995,23,Female
539,Pershing Field,Newport PATH,29477,Subscriber,1995,23,Female
216,Pershing Field,Leonard Gordon Park,29257,Subscriber,1978,40,Male
691,Pershing Field,Jersey & 3rd,29465,Subscriber,1987,31,Male
439,Pershing Field,Heights Elevator,33660,Subscriber,1990,28,Male
948,Pershing Field,Pershing Field,26166,Subscriber,1984,34,Male
766,Pershing Field,Dey St,29659,Subscriber,1982,36,Male
189,Pershing Field,Oakland Ave,29677,Subscriber,1976,42,Female
2280,Pershing Field,Pershing Field,26263,Subscriber,1985,33,Male
1560,Pershing Field,Pershing Field,29484,Subscriber,1981,37,Male
614,Pershing Field,Brunswick St,33573,Subscriber,1981,37,Male
299,Pershing Field,5 Corners Library,29597,Subscriber,1983,35,Male
386,Pershing Field,Journal Square,26263,Subscriber,1989,29,Male
596,Pershing Field,Dixon Mills,26277,Subscriber,1985,33,Male
660,Pershing Field,Newport PATH,29484,Subscriber,1990,28,Male
446,Pershing Field,Sip Ave,26188,Subscriber,1977,41,Male
423,Pershing Field,Sip Ave,29586,Subscriber,1985,33,Male
855,Pershing Field,Newport Pkwy,33658,Subscriber,1983,35,Male
794,Pershing Field,Newport PATH,33610,Subscriber,1972,46,Male
548,Pershing Field,Journal Square,33629,Subscriber,1987,31,Male
882,Pershing Field,Harborside,29645,Subscriber,1987,31,Male
336,Pershing Field,5 Corners Library,26166,Subscriber,1985,33,Female
352,Pershing Field,5 Corners Library,26160,Subscriber,1983,35,Male
963,Pershing Field,Christ Hospital,33594,Subscriber,1964,54,Male
519,Pershing Field,Sip Ave,33576,Subscriber,1995,23,Female
138,Pershing Field,Leonard Gordon Park,29620,Subscriber,1982,36,Male
898,Pershing Field,Warren St,26240,Subscriber,1984,34,Female
1017,Pershing Field,City Hall,29616,Subscriber,1969,49,Unknown
225,Pershing Field,Leonard Gordon Park,29120,Subscriber,1987,31,Male
743,Pershing Field,Journal Square,29503,Subscriber,1982,36,Male
2433,Pershing Field,Pershing Field,29220,Subscriber,1985,33,Male
845,Pershing Field,Heights Elevator,33647,Subscriber,1990,28,Male
383,Pershing Field,Pershing Field,26284,Subscriber,1991,27,Male
518,Pershing Field,Sip Ave,29676,Subscriber,1986,32,Male
454,Pershing Field,Sip Ave,29220,Subscriber,1995,23,Female
209,Pershing Field,Leonard Gordon Park,32417,Subscriber,1984,34,Male
184,Pershing Field,Oakland Ave,33647,Subscriber,1976,42,Female
1922,Pershing Field,Pershing Field,26280,Subscriber,1984,34,Male
1064,Pershing Field,Pershing Field,33627,Subscriber,1981,37,Male
1717,Pershing Field,Pershing Field,29641,Subscriber,1981,37,Male
464,Pershing Field,Dey St,29239,Subscriber,1969,49,Male
153,Pershing Field,Oakland Ave,26216,Subscriber,1980,38,Male
333,Pershing Field,5 Corners Library,29505,Subscriber,1967,51,Male
185,Pershing Field,Oakland Ave,33613,Subscriber,1985,33,Male
2581,Pershing Field,Pershing Field,29539,Subscriber,1985,33,Male
501,Pershing Field,Journal Square,29446,Subscriber,1988,30,Male
762,Pershing Field,Brunswick St,33627,Subscriber,1990,28,Male
773,Pershing Field,Sip Ave,26215,Subscriber,1995,23,Female
443,Pershing Field,Sip Ave,29641,Subscriber,1995,23,Female
804,Pershing Field,Jersey & 3rd,33609,Subscriber,1987,31,Female
967,Pershing Field,Exchange Place,29507,Subscriber,1977,41,Male
393,Pershing Field,Hilltop,29525,Subscriber,1987,31,Male
639,Pershing Field,Brunswick St,26284,Subscriber,1981,37,Male
624,Pershing Field,Newport PATH,26286,Subscriber,1995,23,Female
372,Pershing Field,Sip Ave,26213,Subscriber,1979,39,Male
393,Pershing Field,Sip Ave,29680,Subscriber,1977,41,Male
640,Pershing Field,Grove St PATH,29531,Subscriber,1963,53,Male
840,Pershing Field,Newport Pkwy,33564,Subscriber,1983,35,Male
950,Pershing Field,Harborside,29295,Subscriber,1994,24,Male
561,Pershing Field,Journal Square,29230,Subscriber,1994,24,Male
965,Pershing Field,York St,26280,Subscriber,1984,34,Male
974,Pershing Field,Exchange Place,33578,Subscriber,1979,39,Male
405,Pershing Field,5 Corners Library,26215,Subscriber,1998,20,Female
1079,Pershing Field,Exchange Place,29539,Subscriber,1990,28,Male
818,Pershing Field,Montgomery St,29438,Subscriber,1995,23,Male
964,Pershing Field,Jersey & 3rd,29605,Subscriber,1991,27,Male
742,Pershing Field,Newport PATH,33608,Subscriber,1981,37,Male
902,Pershing Field,Grove St PATH,29641,Subscriber,1981,37,Male
506,Pershing Field,Dey St,26299,Subscriber,1969,49,Male
443,Pershing Field,Sip Ave,29481,Subscriber,1995,23,Female
406,Pershing Field,Riverview Park,29283,Subscriber,1972,46,Female
165,Pershing Field,Oakland Ave,29460,Subscriber,1989,29,Male
717,Pershing Field,Dey St,29120,Subscriber,1982,36,Male
721,Pershing Field,Hamilton Park,29481,Subscriber,1981,37,Male
386,Pershing Field,Sip Ave,33634,Subscriber,1979,39,Male
798,Pershing Field,City Hall,29499,Subscriber,1969,49,Unknown
379,Pershing Field,Sip Ave,33657,Subscriber,1977,41,Male
315,Pershing Field,Hilltop,26295,Subscriber,1987,31,Male
455,Pershing Field,Sip Ave,33620,Subscriber,1984,34,Male
428,Pershing Field,Sip Ave,29478,Subscriber,1985,33,Male
494,Pershing Field,Journal Square,33586,Subscriber,1989,29,Male
760,Pershing Field,Newport Pkwy,33606,Subscriber,1977,41,Male
845,Pershing Field,Newport Pkwy,29225,Subscriber,1983,35,Male
807,Pershing Field,Grove St PATH,29239,Subscriber,1963,53,Male
870,Pershing Field,Jersey & 3rd,29681,Subscriber,1987,31,Female
515,Pershing Field,Dey St,26219,Subscriber,1984,34,Male
282,Pershing Field,Riverview Park,33597,Subscriber,1963,55,Male
940,Pershing Field,Brunswick & 6th,33576,Subscriber,1987,31,Male
981,Pershing Field,Heights Elevator,29222,Subscriber,1989,29,Female
981,Pershing Field,Heights Elevator,29677,Subscriber,1991,27,Male
226,Pershing Field,Oakland Ave,32417,Subscriber,1966,52,Female
695,Pershing Field,Dey St,29607,Subscriber,1982,36,Male
1441,Pershing Field,Pershing Field,29664,Subscriber,1994,24,Male
2417,Pershing Field,Pershing Field,29636,Subscriber,1985,33,Male
398,Pershing Field,Hilltop,29676,Subscriber,1987,31,Male
413,Pershing Field,Sip Ave,33609,Subscriber,1979,39,Male
584,Pershing Field,Newport PATH,29653,Subscriber,1990,28,Male
2386,Pershing Field,Dey St,29208,Subscriber,1969,49,Male
454,Pershing Field,Sip Ave,29270,Subscriber,1984,34,Male
387,Pershing Field,Sip Ave,33575,Subscriber,1977,41,Male
3190,Pershing Field,Riverview Park,29594,Subscriber,1984,34,Male
410,Pershing Field,Sip Ave,29636,Subscriber,1985,33,Male
1656,Pershing Field,Exchange Place,29664,Subscriber,1990,28,Male
1390,Pershing Field,Exchange Place,29299,Subscriber,1979,39,Male
734,Pershing Field,Newport PATH,29283,Subscriber,1977,41,Male
833,Pershing Field,Newport Pkwy,29258,Subscriber,1983,35,Male
977,Pershing Field,Newport PATH,29266,Subscriber,1981,37,Male
354,Pershing Field,5 Corners Library,29460,Subscriber,1985,33,Female
1488,Pershing Field,Pershing Field,29497,Subscriber,1963,55,Male
612,Pershing Field,Sip Ave,33651,Subscriber,1995,23,Male
869,Pershing Field,Newport PATH,26271,Subscriber,1972,46,Male
624,Pershing Field,5 Corners Library,29528,Subscriber,1987,31,Male
764,Pershing Field,City Hall,29504,Subscriber,1969,49,Unknown
783,Pershing Field,Fairmount Ave,26157,Subscriber,1985,33,Male
660,Pershing Field,Newport PATH,31151,Subscriber,1995,23,Female
415,Pershing Field,Sip Ave,33613,Subscriber,1979,39,Male
477,Pershing Field,Sip Ave,29497,Subscriber,1954,64,Male
446,Pershing Field,Journal Square,29542,Subscriber,1985,33,Male
423,Pershing Field,Sip Ave,29667,Subscriber,1984,34,Male
893,Pershing Field,Exchange Place,33613,Subscriber,1987,31,Male
791,Pershing Field,Newport PATH,33620,Subscriber,1981,37,Male
456,Pershing Field,Sip Ave,29278,Subscriber,1995,23,Female
941,Pershing Field,Jersey & 3rd,29458,Subscriber,1991,27,Male
13737,Pershing Field,Leonard Gordon Park,27692,Subscriber,1982,36,Male
1447,Pershing Field,Riverview Park,33659,Subscriber,1983,35,Male
186,Pershing Field,Leonard Gordon Park,29210,Subscriber,1976,42,Male
926,Pershing Field,Dey St,29680,Subscriber,1982,36,Male
750,Pershing Field,Leonard Gordon Park,29528,Subscriber,1994,24,Male
428,Pershing Field,Sip Ave,29289,Subscriber,1979,39,Male
839,Pershing Field,Newport Pkwy,33626,Subscriber,1981,37,Male
479,Pershing Field,Hilltop,26214,Subscriber,1987,31,Male
587,Pershing Field,Newport PATH,29208,Subscriber,1990,28,Male
429,Pershing Field,Sip Ave,26281,Subscriber,1954,64,Male
369,Pershing Field,Journal Square,29295,Subscriber,1985,33,Male
823,Pershing Field,Newport Pkwy,29491,Subscriber,1983,35,Male
724,Pershing Field,Columbus Drive,29277,Customer,1987,31,Male
2899,Pershing Field,Pershing Field,29506,Subscriber,1985,33,Female
711,Pershing Field,Grove St PATH,33638,Subscriber,1963,53,Male
1580,Pershing Field,Montgomery St,29569,Subscriber,1995,23,Male
617,Pershing Field,Hilltop,33564,Subscriber,1987,31,Male
738,Pershing Field,Hilltop,29506,Subscriber,1995,23,Female
189,Pershing Field,Leonard Gordon Park,31998,Subscriber,1984,34,Male
746,Pershing Field,Manila & 1st,31998,Subscriber,1987,31,Male
669,Pershing Field,Grove St PATH,33647,Subscriber,1963,53,Male
1406,Pershing Field,Warren St,33576,Subscriber,1984,34,Female
420,Pershing Field,5 Corners Library,26286,Subscriber,1987,31,Male
1245,Pershing Field,Astor Place,26260,Subscriber,1960,58,Male
675,Pershing Field,Brunswick & 6th,33602,Subscriber,1990,28,Male
950,Pershing Field,Hilltop,29642,Subscriber,1987,31,Male
521,Pershing Field,Riverview Park,26169,Subscriber,1964,54,Female
570,Pershing Field,Grove St PATH,31151,Subscriber,1963,53,Male
426,Pershing Field,Sip Ave,29586,Subscriber,1995,23,Female
207,Pershing Field,Leonard Gordon Park,26226,Subscriber,1984,34,Male
980,Pershing Field,Newark Ave,26246,Customer,1981,37,Male
965,Pershing Field,Newark Ave,33604,Customer,1990,28,Female
1100,Pershing Field,Sip Ave,33587,Subscriber,1969,49,Male
1167,Pershing Field,Leonard Gordon Park,26169,Subscriber,1983,35,Male
938,Pershing Field,Exchange Place,26157,Subscriber,1977,41,Male
736,Pershing Field,Pershing Field,26226,Subscriber,1981,37,Male
2629,Pershing Field,Pershing Field,26226,Subscriber,1981,37,Male
223,Newark Ave,Brunswick & 6th,26175,Subscriber,1985,33,Male
351,Newark Ave,Harborside,33663,Subscriber,1990,28,Male
176,Newark Ave,Grove St PATH,29604,Subscriber,1986,32,Male
141,Newark Ave,Brunswick St,26215,Subscriber,1974,44,Female
319,Newark Ave,Paulus Hook,29288,Subscriber,1989,29,Male
114,Newark Ave,Jersey & 6th St,33622,Subscriber,1980,38,Male
114,Newark Ave,Jersey & 6th St,29437,Subscriber,1971,47,Male
207,Newark Ave,Brunswick St,29258,Subscriber,1974,44,Female
628,Newark Ave,Paulus Hook,26182,Subscriber,1967,51,Male
463,Newark Ave,Essex Light Rail,33594,Subscriber,1978,40,Male
466,Newark Ave,Essex Light Rail,29288,Subscriber,1981,37,Male
613,Newark Ave,Paulus Hook,29489,Subscriber,1983,35,Male
465,Newark Ave,Essex Light Rail,29122,Subscriber,1982,36,Male
221,Newark Ave,Brunswick & 6th,29595,Subscriber,1985,33,Male
658,Newark Ave,York St,29550,Customer,1969,49,Unknown
777,Newark Ave,Communipaw & Berry Lane,29597,Subscriber,1984,34,Female
279,Newark Ave,Hamilton Park,26204,Subscriber,1978,40,Unknown
158,Newark Ave,Van Vorst Park,29485,Subscriber,1983,35,Male
911,Newark Ave,Astor Place,33675,Subscriber,1976,42,Male
280,Newark Ave,Brunswick & 6th,33579,Subscriber,56,56,Female
235,Newark Ave,Montgomery St,33662,Subscriber,1963,53,Male
144,Newark Ave,Monmouth and 6th,29253,Subscriber,1986,32,Male
220,Newark Ave,Brunswick St,33602,Subscriber,1984,34,Male
338,Newark Ave,Hamilton Park,29471,Subscriber,1971,47,Male
1384,Newark Ave,Jersey & 3rd,29295,Subscriber,1971,47,Male
446,Newark Ave,City Hall,29224,Subscriber,1978,40,Male
105,Newark Ave,Grove St PATH,29508,Subscriber,1982,36,Male
156,Newark Ave,Monmouth and 6th,29612,Subscriber,1972,46,Male
214,Newark Ave,Brunswick & 6th,33663,Subscriber,1990,28,Male
99,Newark Ave,Jersey & 6th St,29235,Subscriber,1974,44,Male
459,Newark Ave,Lafayette Park,26230,Subscriber,1978,40,Male
214,Newark Ave,Hamilton Park,26224,Subscriber,1976,42,Male
