tripduration,start station name,end station name,bikeid,usertype,birth year,age,gender
1315,Harborside,Harborside,29203,Subscriber,1952,66,Female
253,Harborside,Newport PATH,29234,Subscriber,1982,36,Male
385,Harborside,Dixon Mills,26290,Subscriber,1988,30,Male
111,Harborside,Exchange Place,29503,Subscriber,1991,27,Male
403,Harborside,Newark Ave,26204,Subscriber,1990,28,Male
226,Harborside,Newport PATH,30987,Subscriber,1980,38,Male
1273,Harborside,Harborside,33586,Subscriber,1991,27,Male
573,Harborside,Liberty Light Rail,29500,Customer,1967,51,Male
317,Harborside,Newport PATH,33586,Subscriber,1983,35,Male
282,Harborside,Grove St PATH,29604,Subscriber,1982,36,Male
326,Harborside,Newport Pkwy,29625,Subscriber,1991,27,Male
932,Harborside,Heights Elevator,26175,Subscriber,1969,49,Unknown
440,Harborside,Essex Light Rail,26227,Subscriber,1974,44,Female
940,Harborside,Sip Ave,29203,Subscriber,1987,31,Male
612,Harborside,Newark Ave,29290,Subscriber,1990,28,Male
340,Harborside,Newport PATH,29205,Subscriber,1990,28,Male
653,Harborside,Liberty Light Rail,29656,Subscriber,1986,32,Male
459,Harborside,Hamilton Park,33594,Subscriber,1983,35,Male
235,Harborside,Newport PATH,29634,Subscriber,1994,24,Male
685,Harborside,JC Medical Center,33661,Subscriber,1990,28,Male
345,Harborside,Essex Light Rail,26167,Customer,1970,48,Male
423,Harborside,Newport Pkwy,33680,Subscriber,1994,24,Male
627,Harborside,JC Medical Center,31151,Subscriber,1989,29,Female
104,Harborside,Exchange Place,26295,Subscriber,1985,33,Male
171,Harborside,Columbus Drive,26241,Subscriber,1977,41,Unknown
403,Harborside,Hamilton Park,33565,Subscriber,1966,52,Male
272,Harborside,Newport PATH,29308,Subscriber,1994,24,Male
214,Harborside,Grove St PATH,33603,Subscriber,56,56,Male
159,Harborside,Warren St,29617,Subscriber,1979,39,Male
452,Harborside,Marin Light Rail,33600,Subscriber,1985,33,Male
410,Harborside,Marin Light Rail,29234,Subscriber,1991,27,Male
322,Harborside,Grove St PATH,33641,Subscriber,1995,23,Male
212,Harborside,Grove St PATH,29505,Subscriber,1963,55,Male
277,Harborside,Newport PATH,33578,Subscriber,56,56,Male
258,Harborside,Newport PATH,29626,Customer,1986,32,Male
363,Harborside,Hamilton Park,29617,Subscriber,1954,64,Male
396,Harborside,Newport PATH,29598,Subscriber,1984,34,Male
264,Harborside,Newport PATH,26169,Subscriber,1991,27,Male
379,Harborside,Newport PATH,29604,Subscriber,1993,25,Male
222,Harborside,Grand St,29628,Subscriber,1983,35,Male
196,Harborside,Newport PATH,33660,Subscriber,1989,29,Male
2194,Harborside,Harborside,29573,Customer,1969,49,Unknown
2179,Harborside,Harborside,29218,Customer,1969,49,Unknown
415,Harborside,City Hall,29438,Subscriber,1984,34,Female
364,Harborside,City Hall,29503,Subscriber,1987,31,Male
338,Harborside,Newport PATH,33660,Subscriber,1983,35,Male
2016,Harborside,Grove St PATH,29201,Customer,1991,27,Male
238,Harborside,Grove St PATH,29218,Subscriber,1989,29,Female
256,Harborside,Newport PATH,29573,Subscriber,1992,26,Male
354,Harborside,Jersey & 3rd,29251,Subscriber,1969,49,Unknown
247,Harborside,Grove St PATH,33560,Customer,1991,27,Male
210,Harborside,Columbus Drive,29439,Subscriber,1986,32,Male
141,Harborside,Columbus Drive,26260,Subscriber,1983,35,Male
602,Harborside,City Hall,25330,Customer,1969,49,Unknown
589,Harborside,City Hall,33664,Customer,1969,49,Unknown
361,Harborside,Harborside,33660,Subscriber,1967,51,Male
267,Harborside,City Hall,29598,Subscriber,1990,28,Male
279,Harborside,Newport PATH,29302,Subscriber,1991,27,Male
481,Harborside,Jersey & 6th St,29604,Subscriber,1984,34,Male
459,Harborside,Newport Pkwy,33679,Subscriber,1988,30,Male
190,Harborside,Columbus Drive,26282,Subscriber,1980,38,Male
289,Harborside,Paulus Hook,29234,Subscriber,1988,30,Male
1325,Harborside,Morris Canal,26172,Customer,1969,49,Unknown
1309,Harborside,Morris Canal,29600,Customer,1969,49,Unknown
370,Harborside,Grove St PATH,29439,Subscriber,1988,30,Male
2267,Harborside,Newport PATH,29265,Customer,1969,49,Unknown
1282,Harborside,City Hall,33629,Customer,1969,49,Unknown
335,Harborside,Grove St PATH,29534,Subscriber,1992,26,Male
391,Harborside,Newport PATH,29219,Subscriber,1969,49,Unknown
1054,Harborside,Marin Light Rail,26225,Subscriber,1986,32,Male
891,Harborside,Marin Light Rail,29606,Customer,1969,49,Unknown
329,Harborside,Newport PATH,33657,Subscriber,1985,33,Male
328,Harborside,Newport PATH,26169,Subscriber,1988,30,Male
545,Harborside,Van Vorst Park,29509,Subscriber,1983,35,Male
273,Harborside,Grove St PATH,29206,Subscriber,1969,49,Unknown
960,Harborside,McGinley Square,29278,Subscriber,1973,45,Female
445,Harborside,Grand St,29625,Subscriber,1977,41,Male
492,Harborside,Hamilton Park,29504,Subscriber,1969,49,Unknown
435,Harborside,Grand St,33657,Subscriber,1969,49,Unknown
255,Harborside,Grove St PATH,29439,Subscriber,1990,28,Male
718,Harborside,Manila & 1st,29618,Subscriber,1987,31,Male
315,Harborside,Grove St PATH,29583,Subscriber,1989,29,Male
1176,Harborside,Jersey & 3rd,33629,Subscriber,1975,43,Male
1173,Harborside,Jersey & 3rd,29265,Customer,1979,39,Female
704,Harborside,Jersey & 3rd,26315,Subscriber,1967,51,Male
323,Harborside,Jersey & 3rd,29434,Subscriber,1969,49,Unknown
424,Harborside,Newport PATH,33660,Subscriber,1991,27,Male
417,Harborside,Newport PATH,26295,Subscriber,1995,23,Female
383,Harborside,Marin Light Rail,29278,Subscriber,1991,27,Male
946,Harborside,McGinley Square,29434,Subscriber,1972,46,Female
1778,Harborside,Heights Elevator,29681,Subscriber,1981,37,Male
2753,Harborside,Heights Elevator,29613,Subscriber,1991,27,Male
291,Harborside,Newport PATH,29509,Subscriber,1993,25,Female
581,Harborside,Montgomery St,29218,Subscriber,1983,35,Male
270,Harborside,Grove St PATH,26258,Subscriber,1969,49,Unknown
89,Harborside,Exchange Place,29298,Subscriber,1969,49,Unknown
274,Harborside,Newport PATH,29486,Subscriber,1990,28,Male
358,Harborside,Newport PATH,29505,Subscriber,1992,26,Female
481,Harborside,Newport Pkwy,33675,Subscriber,1980,38,Male
246,Harborside,Newport PATH,29265,Subscriber,1992,26,Male
241,Harborside,Newport PATH,29609,Subscriber,1992,26,Male
263,Harborside,Manila & 1st,26175,Subscriber,1990,28,Male
403,Harborside,Van Vorst Park,29229,Subscriber,1987,31,Male
383,Harborside,Van Vorst Park,29582,Subscriber,1989,29,Male
141,Harborside,Exchange Place,29296,Subscriber,1991,27,Male
224,Harborside,Newport PATH,26254,Subscriber,1984,34,Male
433,Harborside,Grove St PATH,29225,Subscriber,1992,26,Male
120,Harborside,Exchange Place,29639,Subscriber,1993,25,Female
115,Harborside,Exchange Place,33625,Subscriber,1991,27,Male
347,Harborside,Jersey & 3rd,33635,Subscriber,1990,28,Male
339,Harborside,Jersey & 3rd,26215,Subscriber,1988,30,Male
226,Harborside,Newport PATH,29270,Subscriber,1988,30,Male
237,Harborside,Newport PATH,29219,Subscriber,1985,33,Male
337,Harborside,Jersey & 3rd,29219,Subscriber,1988,30,Male
267,Harborside,Newport PATH,26235,Subscriber,1991,27,Male
389,Harborside,Marin Light Rail,33621,Subscriber,1991,27,Male
380,Harborside,Marin Light Rail,26201,Subscriber,1987,31,Female
315,Harborside,Newport PATH,33600,Subscriber,1984,34,Female
130,Harborside,Exchange Place,33599,Subscriber,1982,36,Male
1273,Harborside,Newport Pkwy,26208,Customer,1969,49,Unknown
286,Harborside,Newport PATH,26189,Subscriber,1990,28,Male
312,Harborside,Essex Light Rail,26290,Subscriber,1982,36,Male
245,Harborside,Newport PATH,26260,Subscriber,1989,29,Male
397,Harborside,Newport PATH,29246,Subscriber,1991,27,Male
85,Harborside,Exchange Place,29199,Subscriber,1975,43,Male
170,Harborside,Paulus Hook,29613,Subscriber,1983,35,Male
469,Harborside,Jersey & 6th St,29658,Subscriber,1991,27,Female
298,Harborside,Newport PATH,33682,Subscriber,1995,23,Female
339,Harborside,Newport PATH,26177,Subscriber,1990,28,Male
270,Harborside,Paulus Hook,29514,Subscriber,1986,32,Male
847,Harborside,Newport Pkwy,29521,Subscriber,1973,45,Male
220,Harborside,Paulus Hook,29240,Subscriber,1982,36,Male
2918,Harborside,Heights Elevator,33640,Customer,1969,49,Unknown
2887,Harborside,Heights Elevator,26294,Customer,1969,49,Unknown
2885,Harborside,Heights Elevator,26217,Customer,1969,49,Unknown
259,Harborside,Newport PATH,33664,Subscriber,1976,42,Male
268,Harborside,Washington St,29283,Subscriber,1970,48,Male
512,Harborside,Newport Pkwy,26254,Subscriber,1980,38,Male
730,Harborside,Newport Pkwy,29666,Customer,1969,49,Unknown
728,Harborside,Newport Pkwy,29586,Customer,1969,49,Unknown
605,Harborside,Liberty Light Rail,29269,Customer,1967,51,Male
314,Harborside,Newport PATH,26169,Subscriber,1988,30,Male
188,Harborside,Columbus Drive,26304,Subscriber,1990,28,Male
474,Harborside,Hamilton Park,33603,Subscriber,1970,48,Male
157,Harborside,Washington St,29654,Subscriber,1974,44,Male
172,Harborside,Paulus Hook,29514,Subscriber,1983,35,Male
643,Harborside,Liberty Light Rail,29556,Subscriber,1986,32,Male
336,Harborside,Newark Ave,29126,Subscriber,1990,28,Male
203,Harborside,City Hall,29626,Subscriber,1986,32,Male
385,Harborside,Newport Pkwy,26314,Subscriber,1994,24,Male
1135,Harborside,Sip Ave,26279,Subscriber,1986,32,Male
238,Harborside,Newport PATH,33634,Subscriber,1982,36,Male
1008,Harborside,Oakland Ave,33600,Subscriber,1994,24,Male
415,Harborside,Hamilton Park,33660,Subscriber,1983,35,Male
259,Harborside,Washington St,29274,Subscriber,1972,46,Male
278,Harborside,Newport PATH,29646,Subscriber,1980,38,Male
290,Harborside,Newport PATH,33570,Subscriber,1990,28,Male
1048,Harborside,Journal Square,31151,Subscriber,1990,28,Female
404,Harborside,Marin Light Rail,33650,Subscriber,1963,55,Male
392,Harborside,Marin Light Rail,29308,Subscriber,1985,33,Male
113,Harborside,Warren St,29638,Subscriber,1989,29,Female
240,Harborside,Grove St PATH,26431,Subscriber,1987,31,Male
429,Harborside,City Hall,29572,Subscriber,1983,35,Male
1685,Harborside,Leonard Gordon Park,33599,Subscriber,1979,39,Male
416,Harborside,Hamilton Park,29238,Subscriber,1954,64,Male
130,Harborside,Warren St,29126,Subscriber,1990,28,Male
145,Harborside,Warren St,29290,Subscriber,1979,39,Male
630,Harborside,Montgomery St,26316,Customer,1977,41,Male
231,Harborside,Newport PATH,26275,Subscriber,1991,27,Male
302,Harborside,Newport PATH,33590,Subscriber,1981,37,Male
568,Harborside,Van Vorst Park,29521,Subscriber,1980,38,Male
216,Harborside,Newport PATH,33607,Subscriber,1963,55,Male
320,Harborside,Newport PATH,29531,Subscriber,1991,27,Male
302,Harborside,Washington St,33625,Subscriber,1994,24,Male
152,Harborside,Grand St,29232,Subscriber,1988,30,Male
320,Harborside,Morris Canal,26235,Subscriber,1969,49,Unknown
311,Harborside,Van Vorst Park,33580,Subscriber,1983,35,Male
249,Harborside,City Hall,26298,Subscriber,1969,49,Unknown
222,Harborside,Newport PATH,29299,Subscriber,1990,28,Male
2035,Harborside,Newport Pkwy,26308,Customer,1969,49,Unknown
226,Harborside,Newport PATH,29271,Subscriber,1990,28,Male
217,Harborside,Essex Light Rail,29269,Subscriber,1984,34,Female
442,Harborside,Newport PATH,29623,Subscriber,1991,27,Male
260,Harborside,Newport PATH,29519,Subscriber,1989,29,Male
111,Harborside,Exchange Place,29201,Subscriber,1989,29,Male
308,Harborside,Newport PATH,26159,Subscriber,1988,30,Male
108,Harborside,Exchange Place,33653,Subscriber,1991,27,Male
274,Harborside,Exchange Place,29482,Subscriber,1983,35,Male
112,Harborside,Exchange Place,26169,Subscriber,1992,26,Male
245,Harborside,Newport PATH,29487,Subscriber,1995,23,Female
143,Harborside,Washington St,29604,Subscriber,1990,28,Male
282,Harborside,Harborside,29199,Subscriber,1977,41,Male
197,Harborside,Exchange Place,33660,Subscriber,1976,42,Male
187,Harborside,Warren St,33579,Subscriber,1952,66,Female
169,Harborside,Paulus Hook,29524,Subscriber,1986,32,Male
2001,Harborside,Harborside,33635,Subscriber,1963,65,Male
251,Harborside,Newport PATH,33612,Subscriber,1993,25,Male
279,Harborside,Van Vorst Park,26221,Subscriber,1986,32,Male
453,Harborside,Newark Ave,26243,Subscriber,1990,28,Male
299,Harborside,Grove St PATH,29617,Subscriber,1973,45,Male
373,Harborside,Dixon Mills,26254,Subscriber,1988,30,Male
233,Harborside,Grand St,33635,Subscriber,1961,57,Male
471,Harborside,Paulus Hook,29511,Subscriber,1983,35,Male
424,Harborside,Grove St PATH,33627,Subscriber,1969,49,Unknown
651,Harborside,Liberty Light Rail,33571,Customer,1967,51,Male
2035,Harborside,Harborside,33640,Subscriber,1990,28,Male
1038,Harborside,Communipaw & Berry Lane,29681,Subscriber,1994,24,Male
1193,Harborside,Sip Ave,29266,Subscriber,1986,32,Male
395,Harborside,Hamilton Park,33600,Subscriber,1983,35,Male
669,Harborside,Washington St,29513,Subscriber,1994,24,Male
985,Harborside,McGinley Square,29502,Subscriber,1977,41,Male
1216,Harborside,Sip Ave,26200,Customer,1974,44,Female
312,Harborside,Newport PATH,29668,Subscriber,1982,36,Male
236,Harborside,Newport PATH,33594,Subscriber,1963,55,Male
382,Harborside,Newark Ave,29305,Subscriber,1990,28,Male
701,Harborside,Liberty Light Rail,29628,Subscriber,1986,32,Male
314,Harborside,Newport PATH,29572,Subscriber,1976,42,Male
242,Harborside,Warren St,26173,Subscriber,1984,34,Female
274,Harborside,Grand St,33640,Subscriber,1983,35,Male
161,Harborside,Grand St,29290,Subscriber,1975,43,Male
228,Harborside,Newport PATH,29199,Subscriber,1977,41,Male
290,Harborside,Grove St PATH,29547,Subscriber,1987,31,Male
351,Harborside,Newport PATH,29218,Subscriber,1991,27,Male
468,Harborside,JC Medical Center,29472,Subscriber,1963,55,Male
339,Harborside,Grove St PATH,26303,Subscriber,1991,27,Male
355,Harborside,Hamilton Park,29120,Subscriber,1954,64,Male
218,Harborside,Newport PATH,29601,Subscriber,1990,28,Male
307,Harborside,Newport PATH,26155,Subscriber,1991,27,Male
1407,Harborside,Fairmount Ave,29260,Subscriber,1983,35,Male
250,Harborside,Newport PATH,26306,Subscriber,1993,25,Male
2133,Harborside,Heights Elevator,29447,Subscriber,1991,27,Male
3497,Harborside,Harborside,29598,Customer,1969,49,Unknown
3421,Harborside,Harborside,26260,Customer,1969,49,Unknown
187,Harborside,Warren St,26307,Subscriber,1991,27,Male
288,Harborside,Newport PATH,29496,Customer,1986,32,Male
341,Harborside,Brunswick St,29451,Subscriber,1967,51,Male
259,Harborside,Newport Pkwy,29253,Subscriber,1989,29,Male
781,Harborside,JC Medical Center,26178,Customer,1969,49,Unknown
764,Harborside,JC Medical Center,29598,Customer,1969,49,Unknown
446,Harborside,Newport PATH,26260,Subscriber,1988,30,Male
635,Harborside,JC Medical Center,33631,Subscriber,1969,49,Unknown
306,Harborside,Grand St,26302,Subscriber,1983,35,Female
222,Harborside,Newport PATH,29596,Subscriber,1990,28,Male
356,Harborside,Essex Light Rail,29496,Subscriber,1982,36,Male
312,Harborside,Essex Light Rail,33611,Subscriber,1982,36,Male
98,Harborside,Exchange Place,29253,Subscriber,1969,49,Unknown
132,Harborside,Exchange Place,26238,Subscriber,1988,30,Male
352,Harborside,Newport PATH,29298,Subscriber,1991,27,Male
254,Harborside,Newport PATH,29472,Subscriber,1989,29,Male
153,Harborside,Exchange Place,29576,Subscriber,1966,52,Male
309,Harborside,Newport PATH,29462,Customer,1981,37,Male
303,Harborside,Newport PATH,29269,Subscriber,1994,24,Female
266,Harborside,Exchange Place,33588,Subscriber,1983,35,Male
130,Harborside,Exchange Place,29222,Subscriber,1993,25,Female
137,Harborside,Exchange Place,29305,Subscriber,1991,27,Male
213,Harborside,Columbus Drive,29271,Subscriber,1983,35,Male
1500,Harborside,Exchange Place,29230,Subscriber,1975,43,Male
154,Harborside,Exchange Place,33576,Subscriber,1983,35,Male
1106,Harborside,Communipaw & Berry Lane,29264,Subscriber,1992,26,Male
415,Harborside,Jersey & 6th St,29260,Subscriber,1991,27,Female
223,Harborside,Grand St,33609,Subscriber,1994,24,Male
171,Harborside,Washington St,29583,Subscriber,1952,66,Female
192,Harborside,Warren St,29308,Subscriber,1988,30,Male
134,Harborside,Warren St,26267,Subscriber,1963,53,Male
285,Harborside,Marin Light Rail,33640,Subscriber,1991,27,Male
706,Harborside,Liberty Light Rail,29462,Subscriber,1986,32,Male
1146,Harborside,Sip Ave,26200,Subscriber,1986,32,Male
338,Harborside,Newport Pkwy,29634,Subscriber,1994,24,Male
306,Harborside,Newport PATH,26217,Subscriber,1990,28,Male
435,Harborside,Hamilton Park,33679,Subscriber,1983,35,Male
113,Harborside,Exchange Place,29604,Subscriber,1994,24,Male
343,Harborside,Newark Ave,26311,Subscriber,1990,28,Male
394,Harborside,York St,29583,Subscriber,1983,35,Male
413,Harborside,Paulus Hook,29572,Subscriber,1982,36,Male
117,Harborside,Washington St,29590,Subscriber,1989,29,Female
217,Harborside,Warren St,29666,Subscriber,1984,34,Female
320,Harborside,Newport PATH,26203,Subscriber,1972,46,Male
413,Harborside,Grove St PATH,29241,Subscriber,1981,37,Female
132,Harborside,Warren St,29502,Subscriber,1979,39,Male
479,Harborside,Hamilton Park,29232,Subscriber,1990,28,Male
227,Harborside,Newport PATH,29509,Subscriber,1977,41,Male
212,Harborside,Paulus Hook,29238,Subscriber,1981,37,Female
403,Harborside,Hamilton Park,29640,Subscriber,1954,64,Male
375,Harborside,Marin Light Rail,33623,Subscriber,1985,33,Male
210,Harborside,Newport PATH,26610,Subscriber,1963,55,Male
1384,Harborside,Pershing Field,29675,Subscriber,1983,35,Male
316,Harborside,Newport Pkwy,26217,Subscriber,1989,29,Male
216,Harborside,Newport PATH,29256,Subscriber,1990,28,Male
132,Harborside,Exchange Place,26268,Subscriber,1988,30,Male
141,Harborside,Washington St,26295,Subscriber,1990,28,Male
689,Harborside,Newark Ave,29643,Subscriber,1990,28,Male
95,Harborside,Exchange Place,29269,Subscriber,1969,49,Unknown
693,Harborside,Newport Pkwy,29231,Customer,1987,31,Male
249,Harborside,Newport PATH,26289,Subscriber,1990,28,Male
266,Harborside,Newport PATH,29679,Subscriber,1989,29,Male
122,Harborside,Exchange Place,26277,Subscriber,1992,26,Male
92,Harborside,Exchange Place,29553,Subscriber,1989,29,Male
375,Harborside,Newport PATH,29462,Subscriber,1991,27,Male
128,Harborside,Exchange Place,26431,Subscriber,1966,52,Male
340,Harborside,Exchange Place,33569,Subscriber,1983,35,Male
166,Harborside,Exchange Place,29229,Subscriber,1983,35,Male
347,Harborside,Harborside,26194,Subscriber,1977,41,Male
298,Harborside,Newport PATH,33556,Subscriber,1952,66,Female
